"Latent_Trait_Order","Latent_Trait","Algorithm","value"
7,-4.85527401314982,"glasgow3",1.16111461522601e-08
7,-4.85527401314982,"glasgow4",1.08291030976205e-08
8,-4.74757740558535,"lad",1.23736419154645e-07
8,-4.74757740558535,"supplementallad",1.12240021244791e-07
8,-4.74757740558535,"vf2",9.9999999e-09
8,-4.74757740558535,"glasgow1",9.9999999e-09
8,-4.74757740558535,"glasgow2",1.32650957353235e-08
8,-4.74757740558535,"glasgow3",1.23338485675234e-08
8,-4.74757740558535,"glasgow4",1.04759181322502e-08
9,-4.50693989969204,"lad",9.9999999e-09
9,-4.50693989969204,"supplementallad",9.9999999e-09
9,-4.50693989969204,"vf2",9.9999999e-09
9,-4.50693989969204,"glasgow1",1.65679424396544e-08
9,-4.50693989969204,"glasgow2",1.60544404792295e-08
9,-4.50693989969204,"glasgow3",1.49790565078765e-08
9,-4.50693989969204,"glasgow4",1.27962769999845e-08
10,-4.45340148088696,"lad",9.9999999e-09
10,-4.45340148088696,"supplementallad",9.9999999e-09
10,-4.45340148088696,"vf2",9.9999999e-09
10,-4.45340148088696,"glasgow1",1.69040302419863e-08
10,-4.45340148088696,"glasgow2",1.66587207345216e-08
10,-4.45340148088696,"glasgow3",1.58672072158727e-08
10,-4.45340148088696,"glasgow4",1.35769866600404e-08
11,-4.29031717880171,"lad",9.9999999e-09
11,-4.29031717880171,"supplementallad",9.9999999e-09
11,-4.29031717880171,"vf2",9.9999999e-09
11,-4.29031717880171,"glasgow1",9.9999999e-09
11,-4.29031717880171,"glasgow2",1.91148406628935e-08
11,-4.29031717880171,"glasgow3",1.89798087100999e-08
11,-4.29031717880171,"glasgow4",1.75027144522276e-08
12,-4.27075615422677,"lad",9.9999999e-09
12,-4.27075615422677,"supplementallad",3.28865152133019e-06
12,-4.27075615422677,"vf2",9.9999999e-09
12,-4.27075615422677,"glasgow1",3.01499080563479e-08
12,-4.27075615422677,"glasgow2",2.66416483827254e-08
12,-4.27075615422677,"glasgow3",2.03081390492594e-08
12,-4.27075615422677,"glasgow4",1.60042166629726e-08
13,-4.25292736035133,"lad",9.9999999e-09
13,-4.25292736035133,"supplementallad",9.9999999e-09
13,-4.25292736035133,"vf2",9.9999999e-09
13,-4.25292736035133,"glasgow1",2.29354599825764e-08
13,-4.25292736035133,"glasgow2",2.22001927243131e-08
13,-4.25292736035133,"glasgow3",2.07839921360025e-08
13,-4.25292736035133,"glasgow4",1.77811440249373e-08
14,-4.13745585234981,"lad",9.9999999e-09
14,-4.13745585234981,"supplementallad",9.9999999e-09
14,-4.13745585234981,"vf2",9.9999999e-09
14,-4.13745585234981,"glasgow1",9.9999999e-09
14,-4.13745585234981,"glasgow2",2.40352294934186e-08
14,-4.13745585234981,"glasgow3",2.43422018952936e-08
14,-4.13745585234981,"glasgow4",2.25079562249062e-08
15,-4.05535311593674,"lad",1.3979967796585e-08
15,-4.05535311593674,"supplementallad",2.45870119601061e-08
15,-4.05535311593674,"vf2",9.9999999e-09
15,-4.05535311593674,"glasgow1",9.9999999e-09
15,-4.05535311593674,"glasgow2",3.1957412274107e-08
15,-4.05535311593674,"glasgow3",2.94007809200222e-08
15,-4.05535311593674,"glasgow4",2.55402751494706e-08
16,-3.99915334206792,"lad",9.9999999e-09
16,-3.99915334206792,"supplementallad",9.9999999e-09
16,-3.99915334206792,"vf2",9.9999999e-09
16,-3.99915334206792,"glasgow1",3.71270770743269e-08
16,-3.99915334206792,"glasgow2",3.5674648631467e-08
16,-3.99915334206792,"glasgow3",3.33528380730384e-08
16,-3.99915334206792,"glasgow4",2.84834570075542e-08
17,-3.94951650660365,"lad",9.9999999e-09
17,-3.94951650660365,"supplementallad",9.9999999e-09
17,-3.94951650660365,"vf2",9.9999999e-09
17,-3.94951650660365,"glasgow1",3.96463576613692e-08
17,-3.94951650660365,"glasgow2",3.91677756369542e-08
17,-3.94951650660365,"glasgow3",3.71851786571205e-08
17,-3.94951650660365,"glasgow4",3.16117940189411e-08
18,-3.91662007245228,"lad",9.9999999e-09
18,-3.91662007245228,"supplementallad",9.9999999e-09
18,-3.91662007245228,"vf2",9.9999999e-09
18,-3.91662007245228,"glasgow1",4.44176398793652e-08
18,-3.91662007245228,"glasgow2",4.23987805432335e-08
18,-3.91662007245228,"glasgow3",4.00349184558772e-08
18,-3.91662007245228,"glasgow4",3.41906548871199e-08
19,-3.90074081836063,"lad",1.88712537023041e-07
19,-3.90074081836063,"supplementallad",2.35943545316025e-07
19,-3.90074081836063,"vf2",9.9999999e-09
19,-3.90074081836063,"glasgow1",5.6975683974569e-08
19,-3.90074081836063,"glasgow2",5.19842032482537e-08
19,-3.90074081836063,"glasgow3",3.81354582919166e-08
19,-3.90074081836063,"glasgow4",9.9999999e-09
20,-3.8733376465675,"lad",9.9999999e-09
20,-3.8733376465675,"supplementallad",9.9999999e-09
20,-3.8733376465675,"vf2",9.9999999e-09
20,-3.8733376465675,"glasgow1",5.45013035349273e-08
20,-3.8733376465675,"glasgow2",4.65635234953486e-08
20,-3.8733376465675,"glasgow3",4.42508655911818e-08
20,-3.8733376465675,"glasgow4",3.77195442498346e-08
21,-3.86574460505256,"lad",8.80305712567861e-07
21,-3.86574460505256,"supplementallad",1.65819054930878e-06
21,-3.86574460505256,"vf2",9.9999999e-09
21,-3.86574460505256,"glasgow1",1.69756797753941e-08
21,-3.86574460505256,"glasgow2",5.27563143109363e-08
21,-3.86574460505256,"glasgow3",4.65616546149584e-08
21,-3.86574460505256,"glasgow4",3.81160095053705e-08
22,-3.86417712273448,"lad",9.89950027322621e-07
22,-3.86417712273448,"supplementallad",1.62151819505567e-06
22,-3.86417712273448,"vf2",9.9999999e-09
22,-3.86417712273448,"glasgow1",1.70038435317881e-08
22,-3.86417712273448,"glasgow2",5.28716021073563e-08
22,-3.86417712273448,"glasgow3",4.67328721920437e-08
22,-3.86417712273448,"glasgow4",3.82278340682634e-08
23,-3.84179250383085,"lad",1.43312970232248e-08
23,-3.84179250383085,"supplementallad",9.9999999e-09
23,-3.84179250383085,"vf2",9.9999999e-09
23,-3.84179250383085,"glasgow1",6.0000081600111e-08
23,-3.84179250383085,"glasgow2",5.09547804857866e-08
23,-3.84179250383085,"glasgow3",4.86598398857701e-08
23,-3.84179250383085,"glasgow4",4.09862538662333e-08
24,-3.81698255990429,"lad",9.9999999e-09
24,-3.81698255990429,"supplementallad",9.9999999e-09
24,-3.81698255990429,"vf2",9.9999999e-09
24,-3.81698255990429,"glasgow1",6.20649056163464e-08
24,-3.81698255990429,"glasgow2",5.28648241160869e-08
24,-3.81698255990429,"glasgow3",5.06797394716769e-08
24,-3.81698255990429,"glasgow4",4.2835080954662e-08
25,-3.81389582692846,"lad",9.9999999e-09
25,-3.81389582692846,"supplementallad",9.9999999e-09
25,-3.81389582692846,"vf2",9.9999999e-09
25,-3.81389582692846,"glasgow1",6.38703748188237e-08
25,-3.81389582692846,"glasgow2",5.48035653884356e-08
25,-3.81389582692846,"glasgow3",5.10175605504468e-08
25,-3.81389582692846,"glasgow4",4.39012397710111e-08
26,-3.81377402651089,"lad",3.98887900533313e-06
26,-3.81377402651089,"supplementallad",0.0217391304347826
26,-3.81377402651089,"vf2",9.9999999e-09
26,-3.81377402651089,"glasgow1",9.9999999e-09
26,-3.81377402651089,"glasgow2",5.55688395953766e-08
26,-3.81377402651089,"glasgow3",4.89562407090234e-08
26,-3.81377402651089,"glasgow4",4.29416231392482e-08
27,-3.8035016079562,"lad",9.9999999e-09
27,-3.8035016079562,"supplementallad",9.9999999e-09
27,-3.8035016079562,"vf2",9.9999999e-09
27,-3.8035016079562,"glasgow1",6.58042017035655e-08
27,-3.8035016079562,"glasgow2",5.57848654432785e-08
27,-3.8035016079562,"glasgow3",5.23438420924472e-08
27,-3.8035016079562,"glasgow4",4.50791061678766e-08
28,-3.76750742283552,"lad",9.9999999e-09
28,-3.76750742283552,"supplementallad",9.9999999e-09
28,-3.76750742283552,"vf2",9.9999999e-09
28,-3.76750742283552,"glasgow1",6.39417996624129e-08
28,-3.76750742283552,"glasgow2",6.08326456202746e-08
28,-3.76750742283552,"glasgow3",5.72915401478488e-08
28,-3.76750742283552,"glasgow4",4.90961617553567e-08
29,-3.74813111399881,"lad",9.9999999e-09
29,-3.74813111399881,"supplementallad",9.9999999e-09
29,-3.74813111399881,"vf2",9.9999999e-09
29,-3.74813111399881,"glasgow1",5.3435273585929e-08
29,-3.74813111399881,"glasgow2",6.29494036614143e-08
29,-3.74813111399881,"glasgow3",6.0235484603509e-08
29,-3.74813111399881,"glasgow4",5.31649097347555e-08
30,-3.7435736677929,"lad",2.69127569159057e-06
30,-3.7435736677929,"supplementallad",4.11282295942289e-06
30,-3.7435736677929,"vf2",9.9999999e-09
30,-3.7435736677929,"glasgow1",3.22676667492181e-08
30,-3.7435736677929,"glasgow2",7.10264450632111e-08
30,-3.7435736677929,"glasgow3",6.26330796359565e-08
30,-3.7435736677929,"glasgow4",5.09245608647805e-08
31,-3.73952354166929,"lad",9.9999999e-09
31,-3.73952354166929,"supplementallad",9.9999999e-09
31,-3.73952354166929,"vf2",9.9999999e-09
31,-3.73952354166929,"glasgow1",7.54576145901222e-08
31,-3.73952354166929,"glasgow2",6.44634603057218e-08
31,-3.73952354166929,"glasgow3",6.14894024552103e-08
31,-3.73952354166929,"glasgow4",5.24392538439546e-08
32,-3.72442953795095,"lad",9.9999999e-09
32,-3.72442953795095,"supplementallad",9.9999999e-09
32,-3.72442953795095,"vf2",9.9999999e-09
32,-3.72442953795095,"glasgow1",7.99981824412949e-08
32,-3.72442953795095,"glasgow2",6.8307350014307e-08
32,-3.72442953795095,"glasgow3",6.38754704268708e-08
32,-3.72442953795095,"glasgow4",5.47859199090115e-08
33,-3.70371066067609,"lad",2.71009320010515e-06
33,-3.70371066067609,"supplementallad",2.32510015368912e-06
33,-3.70371066067609,"vf2",9.9999999e-09
33,-3.70371066067609,"glasgow1",9.9999999e-09
33,-3.70371066067609,"glasgow2",6.25866903895258e-08
33,-3.70371066067609,"glasgow3",6.585250145995e-08
33,-3.70371066067609,"glasgow4",6.04380903328247e-08
34,-3.66986403860163,"lad",9.9999999e-09
34,-3.66986403860163,"supplementallad",9.9999999e-09
34,-3.66986403860163,"vf2",9.9999999e-09
34,-3.66986403860163,"glasgow1",9.19843376428609e-08
34,-3.66986403860163,"glasgow2",7.85084709462524e-08
34,-3.66986403860163,"glasgow3",7.36335436724597e-08
34,-3.66986403860163,"glasgow4",6.2331855922907e-08
35,-3.65421258141001,"lad",9.9999999e-09
35,-3.65421258141001,"supplementallad",9.9999999e-09
35,-3.65421258141001,"vf2",9.9999999e-09
35,-3.65421258141001,"glasgow1",6.69273755654443e-08
35,-3.65421258141001,"glasgow2",8.06219889702669e-08
35,-3.65421258141001,"glasgow3",7.68684648352909e-08
35,-3.65421258141001,"glasgow4",6.79134581519308e-08
36,-3.64052943365144,"lad",9.9999999e-09
36,-3.64052943365144,"supplementallad",9.9999999e-09
36,-3.64052943365144,"vf2",9.9999999e-09
36,-3.64052943365144,"glasgow1",9.80535391934704e-08
36,-3.64052943365144,"glasgow2",8.37877772904122e-08
36,-3.64052943365144,"glasgow3",7.96222909610307e-08
36,-3.64052943365144,"glasgow4",6.63353085334802e-08
37,-3.63226068545582,"lad",9.9999999e-09
37,-3.63226068545582,"supplementallad",9.9999999e-09
37,-3.63226068545582,"vf2",9.9999999e-09
37,-3.63226068545582,"glasgow1",1.012278738644e-07
37,-3.63226068545582,"glasgow2",8.67176711102247e-08
37,-3.63226068545582,"glasgow3",8.13428202922355e-08
37,-3.63226068545582,"glasgow4",6.99351903597417e-08
38,-3.63118960711457,"lad",9.9999999e-09
38,-3.63118960711457,"supplementallad",9.9999999e-09
38,-3.63118960711457,"vf2",9.9999999e-09
38,-3.63118960711457,"glasgow1",9.1227566343195e-08
38,-3.63118960711457,"glasgow2",8.7171524619505e-08
38,-3.63118960711457,"glasgow3",8.16213993025778e-08
38,-3.63118960711457,"glasgow4",6.9810830103128e-08
39,-3.6177552304858,"lad",9.9999999e-09
39,-3.6177552304858,"supplementallad",9.9999999e-09
39,-3.6177552304858,"vf2",9.9999999e-09
39,-3.6177552304858,"glasgow1",1.04462938795269e-07
39,-3.6177552304858,"glasgow2",8.83736118162589e-08
39,-3.6177552304858,"glasgow3",8.46217488218326e-08
39,-3.6177552304858,"glasgow4",7.1462327169255e-08
40,-3.59559776800049,"lad",9.9999999e-09
40,-3.59559776800049,"supplementallad",9.9999999e-09
40,-3.59559776800049,"vf2",9.9999999e-09
40,-3.59559776800049,"glasgow1",1.10672283211258e-07
40,-3.59559776800049,"glasgow2",9.45961119673636e-08
40,-3.59559776800049,"glasgow3",8.98110770108431e-08
40,-3.59559776800049,"glasgow4",7.62518553029543e-08
41,-3.58444496606667,"lad",9.9999999e-09
41,-3.58444496606667,"supplementallad",9.9999999e-09
41,-3.58444496606667,"vf2",9.9999999e-09
41,-3.58444496606667,"glasgow1",1.16547426994109e-07
41,-3.58444496606667,"glasgow2",9.8891202173866e-08
41,-3.58444496606667,"glasgow3",9.25374471287296e-08
41,-3.58444496606667,"glasgow4",7.81258789161378e-08
42,-3.58290060250203,"lad",9.9999999e-09
42,-3.58290060250203,"supplementallad",9.9999999e-09
42,-3.58290060250203,"vf2",9.9999999e-09
42,-3.58290060250203,"glasgow1",1.08560423646197e-07
42,-3.58290060250203,"glasgow2",9.802810583428e-08
42,-3.58290060250203,"glasgow3",9.28663850524495e-08
42,-3.58290060250203,"glasgow4",8.76660219122975e-08
43,-3.55463933752302,"lad",9.9999999e-09
43,-3.55463933752302,"supplementallad",9.9999999e-09
43,-3.55463933752302,"vf2",9.9999999e-09
43,-3.55463933752302,"glasgow1",1.26870531540585e-07
43,-3.55463933752302,"glasgow2",1.07474196251536e-07
43,-3.55463933752302,"glasgow3",1.00356566882132e-07
43,-3.55463933752302,"glasgow4",8.61024750328653e-08
44,-3.53454121874889,"lad",2.09455929843993e-08
44,-3.53454121874889,"supplementallad",1.04151086315098e-08
44,-3.53454121874889,"vf2",9.9999999e-09
44,-3.53454121874889,"glasgow1",2.89549744356531e-07
44,-3.53454121874889,"glasgow2",1.31140403505908e-07
44,-3.53454121874889,"glasgow3",1.11260175021156e-07
44,-3.53454121874889,"glasgow4",9.13159616283024e-08
45,-3.52264988693715,"lad",9.9999999e-09
45,-3.52264988693715,"supplementallad",9.9999999e-09
45,-3.52264988693715,"vf2",9.9999999e-09
45,-3.52264988693715,"glasgow1",1.16995969371859e-07
45,-3.52264988693715,"glasgow2",1.15721119046365e-07
45,-3.52264988693715,"glasgow3",1.09746860087459e-07
45,-3.52264988693715,"glasgow4",9.30565224386727e-08
46,-3.52077649039865,"lad",5.26538487541362e-08
46,-3.52077649039865,"supplementallad",1.16217204376554e-07
46,-3.52077649039865,"vf2",9.9999999e-09
46,-3.52077649039865,"glasgow1",2.79995975897834e-08
46,-3.52077649039865,"glasgow2",1.23309549387447e-07
46,-3.52077649039865,"glasgow3",1.15790863174569e-07
46,-3.52077649039865,"glasgow4",1.01701568950104e-07
47,-3.52044891586101,"lad",5.22702375462761e-08
47,-3.52044891586101,"supplementallad",1.15168603380291e-07
47,-3.52044891586101,"vf2",9.9999999e-09
47,-3.52044891586101,"glasgow1",2.78385198815749e-08
47,-3.52044891586101,"glasgow2",1.22998279869056e-07
47,-3.52044891586101,"glasgow3",1.15912247937226e-07
47,-3.52044891586101,"glasgow4",1.01952325868996e-07
48,-3.51989838661889,"lad",9.9999999e-09
48,-3.51989838661889,"supplementallad",9.9999999e-09
48,-3.51989838661889,"vf2",9.9999999e-09
48,-3.51989838661889,"glasgow1",1.18857376496786e-07
48,-3.51989838661889,"glasgow2",1.15964226891432e-07
48,-3.51989838661889,"glasgow3",1.10589105955644e-07
48,-3.51989838661889,"glasgow4",9.41493698582675e-08
49,-3.50129854506269,"lad",6.50066228747385e-08
49,-3.50129854506269,"supplementallad",5.57126714794244e-08
49,-3.50129854506269,"vf2",9.9999999e-09
49,-3.50129854506269,"glasgow1",1.72570698548068e-08
49,-3.50129854506269,"glasgow2",1.23043667213145e-07
49,-3.50129854506269,"glasgow3",1.23057612497731e-07
49,-3.50129854506269,"glasgow4",1.12940598214725e-07
50,-3.50071038187583,"lad",6.53975402023204e-08
50,-3.50071038187583,"supplementallad",5.52844865041446e-08
50,-3.50071038187583,"vf2",9.9999999e-09
50,-3.50071038187583,"glasgow1",1.73189655887568e-08
50,-3.50071038187583,"glasgow2",1.22966487820108e-07
50,-3.50071038187583,"glasgow3",1.23262795787568e-07
50,-3.50071038187583,"glasgow4",1.13152930598668e-07
51,-3.48217662041838,"lad",9.9999999e-09
51,-3.48217662041838,"supplementallad",9.9999999e-09
51,-3.48217662041838,"vf2",9.9999999e-09
51,-3.48217662041838,"glasgow1",1.42914798770247e-07
51,-3.48217662041838,"glasgow2",1.2834067570339e-07
51,-3.48217662041838,"glasgow3",1.22905807938535e-07
51,-3.48217662041838,"glasgow4",9.68379410278244e-08
52,-3.46086067825854,"lad",9.9999999e-09
52,-3.46086067825854,"supplementallad",9.9999999e-09
52,-3.46086067825854,"vf2",9.9999999e-09
52,-3.46086067825854,"glasgow1",1.63907287481909e-07
52,-3.46086067825854,"glasgow2",1.3868317551188e-07
52,-3.46086067825854,"glasgow3",1.30253956138283e-07
52,-3.46086067825854,"glasgow4",1.11348642509727e-07
53,-3.4523487808809,"lad",9.9999999e-09
53,-3.4523487808809,"supplementallad",9.9999999e-09
53,-3.4523487808809,"vf2",9.9999999e-09
53,-3.4523487808809,"glasgow1",1.40698308215402e-07
53,-3.4523487808809,"glasgow2",1.42765956201403e-07
53,-3.4523487808809,"glasgow3",1.33557014621421e-07
53,-3.4523487808809,"glasgow4",1.11478333126913e-07
54,-3.44750662487113,"lad",9.9999999e-09
54,-3.44750662487113,"supplementallad",9.9999999e-09
54,-3.44750662487113,"vf2",9.9999999e-09
54,-3.44750662487113,"glasgow1",1.41934346564784e-07
54,-3.44750662487113,"glasgow2",1.42738262275847e-07
54,-3.44750662487113,"glasgow3",1.35424999536169e-07
54,-3.44750662487113,"glasgow4",1.13773124103041e-07
55,-3.42697168926016,"lad",9.9999999e-09
55,-3.42697168926016,"supplementallad",9.9999999e-09
55,-3.42697168926016,"vf2",9.9999999e-09
55,-3.42697168926016,"glasgow1",1.79823869712571e-07
55,-3.42697168926016,"glasgow2",1.53037480256252e-07
55,-3.42697168926016,"glasgow3",1.43371539459074e-07
55,-3.42697168926016,"glasgow4",1.19105725626621e-07
56,-3.40392685565243,"lad",9.9999999e-09
56,-3.40392685565243,"supplementallad",9.9999999e-09
56,-3.40392685565243,"vf2",9.9999999e-09
56,-3.40392685565243,"glasgow1",1.87931137520865e-07
56,-3.40392685565243,"glasgow2",1.60317814034542e-07
56,-3.40392685565243,"glasgow3",1.53126060876491e-07
56,-3.40392685565243,"glasgow4",1.28691218034067e-07
57,-3.39043516976821,"lad",9.9999999e-09
57,-3.39043516976821,"supplementallad",0.0666666666666667
57,-3.39043516976821,"vf2",9.9999999e-09
57,-3.39043516976821,"glasgow1",1.79917435888671e-07
57,-3.39043516976821,"glasgow2",1.69406362835226e-07
57,-3.39043516976821,"glasgow3",1.58651865293778e-07
57,-3.39043516976821,"glasgow4",1.24651831852158e-07
58,-3.38108096669506,"lad",0.0384615384615385
58,-3.38108096669506,"supplementallad",0.0526315789473684
58,-3.38108096669506,"vf2",9.9999999e-09
58,-3.38108096669506,"glasgow1",6.44697149967968e-08
58,-3.38108096669506,"glasgow2",1.95676335686667e-07
58,-3.38108096669506,"glasgow3",1.62970230228044e-07
58,-3.38108096669506,"glasgow4",1.44132862826016e-07
59,-3.37882269281128,"lad",9.9999999e-09
59,-3.37882269281128,"supplementallad",9.9999999e-09
59,-3.37882269281128,"vf2",9.9999999e-09
59,-3.37882269281128,"glasgow1",1.84243258585229e-07
59,-3.37882269281128,"glasgow2",1.74645704990571e-07
59,-3.37882269281128,"glasgow3",1.64510726181602e-07
59,-3.37882269281128,"glasgow4",1.39542023080251e-07
60,-3.37298111093746,"lad",9.9999999e-09
60,-3.37298111093746,"supplementallad",4.52363827178923e-07
60,-3.37298111093746,"vf2",9.9999999e-09
60,-3.37298111093746,"glasgow1",9.9999999e-09
60,-3.37298111093746,"glasgow2",1.1216219550768e-07
60,-3.37298111093746,"glasgow3",1.63308179518803e-07
60,-3.37298111093746,"glasgow4",1.40311334012814e-07
61,-3.36784282260566,"lad",9.9999999e-09
61,-3.36784282260566,"supplementallad",9.9999999e-09
61,-3.36784282260566,"vf2",9.9999999e-09
61,-3.36784282260566,"glasgow1",2.07334714320754e-07
61,-3.36784282260566,"glasgow2",1.76418275027976e-07
61,-3.36784282260566,"glasgow3",1.69754587490411e-07
61,-3.36784282260566,"glasgow4",1.44759321704141e-07
62,-3.33781169657875,"lad",9.9999999e-09
62,-3.33781169657875,"supplementallad",9.9999999e-09
62,-3.33781169657875,"vf2",9.9999999e-09
62,-3.33781169657875,"glasgow1",9.45230597984069e-08
62,-3.33781169657875,"glasgow2",1.92147692402288e-07
62,-3.33781169657875,"glasgow3",1.64576192440917e-07
62,-3.33781169657875,"glasgow4",9.9999999e-09
63,-3.33399594061481,"lad",2.37941861904111e-08
63,-3.33399594061481,"supplementallad",1.4098385015898e-07
63,-3.33399594061481,"vf2",9.9999999e-09
63,-3.33399594061481,"glasgow1",7.42954304298332e-08
63,-3.33399594061481,"glasgow2",2.15150882086344e-07
63,-3.33399594061481,"glasgow3",1.96439687810191e-07
63,-3.33399594061481,"glasgow4",1.65761635762344e-07
64,-3.31717553456729,"lad",3.49322621518162e-08
64,-3.31717553456729,"supplementallad",3.67923082294754e-08
64,-3.31717553456729,"vf2",9.9999999e-09
64,-3.31717553456729,"glasgow1",5.93024103286771e-08
64,-3.31717553456729,"glasgow2",2.36282612907647e-07
64,-3.31717553456729,"glasgow3",2.06718004393998e-07
64,-3.31717553456729,"glasgow4",1.82577171718942e-07
65,-3.31429135023578,"lad",9.9999999e-09
65,-3.31429135023578,"supplementallad",9.9999999e-09
65,-3.31429135023578,"vf2",9.9999999e-09
65,-3.31429135023578,"glasgow1",2.45472444858911e-07
65,-3.31429135023578,"glasgow2",2.10306799765634e-07
65,-3.31429135023578,"glasgow3",1.98007058951652e-07
65,-3.31429135023578,"glasgow4",1.64892070719571e-07
66,-3.2977169897276,"lad",5.31729608475259e-08
66,-3.2977169897276,"supplementallad",4.77567872901232e-08
66,-3.2977169897276,"vf2",9.9999999e-09
66,-3.2977169897276,"glasgow1",2.71137470493465e-08
66,-3.2977169897276,"glasgow2",2.40362774728642e-07
66,-3.2977169897276,"glasgow3",2.19747909593073e-07
66,-3.2977169897276,"glasgow4",1.96332817108913e-07
67,-3.29164476320357,"lad",9.9999999e-09
67,-3.29164476320357,"supplementallad",9.9999999e-09
67,-3.29164476320357,"vf2",9.9999999e-09
67,-3.29164476320357,"glasgow1",2.58231250216269e-07
67,-3.29164476320357,"glasgow2",2.22813867311223e-07
67,-3.29164476320357,"glasgow3",2.11488208686413e-07
67,-3.29164476320357,"glasgow4",1.75801425960526e-07
68,-3.27938244620009,"lad",9.9999999e-09
68,-3.27938244620009,"supplementallad",9.9999999e-09
68,-3.27938244620009,"vf2",9.9999999e-09
68,-3.27938244620009,"glasgow1",2.69789680059116e-07
68,-3.27938244620009,"glasgow2",2.31023125183808e-07
68,-3.27938244620009,"glasgow3",2.1915291262987e-07
68,-3.27938244620009,"glasgow4",1.81521311963434e-07
69,-3.27244441882695,"lad",9.9999999e-09
69,-3.27244441882695,"supplementallad",9.9999999e-09
69,-3.27244441882695,"vf2",9.9999999e-09
69,-3.27244441882695,"glasgow1",2.72138093754295e-07
69,-3.27244441882695,"glasgow2",2.33001166869844e-07
69,-3.27244441882695,"glasgow3",2.2366391008353e-07
69,-3.27244441882695,"glasgow4",1.86948769867747e-07
70,-3.26805571909818,"lad",9.9999999e-09
70,-3.26805571909818,"supplementallad",9.9999999e-09
70,-3.26805571909818,"vf2",9.9999999e-09
70,-3.26805571909818,"glasgow1",2.40670353576037e-07
70,-3.26805571909818,"glasgow2",2.40660507201645e-07
70,-3.26805571909818,"glasgow3",2.26644869474086e-07
70,-3.26805571909818,"glasgow4",1.8661855391522e-07
71,-3.25968703329985,"lad",9.9999999e-09
71,-3.25968703329985,"supplementallad",9.9999999e-09
71,-3.25968703329985,"vf2",9.9999999e-09
71,-3.25968703329985,"glasgow1",2.46313002247606e-07
71,-3.25968703329985,"glasgow2",2.41586975176455e-07
71,-3.25968703329985,"glasgow3",2.32290843002053e-07
71,-3.25968703329985,"glasgow4",1.94719707795818e-07
72,-3.24183547044109,"lad",9.9999999e-09
72,-3.24183547044109,"supplementallad",9.9999999e-09
72,-3.24183547044109,"vf2",9.9999999e-09
72,-3.24183547044109,"glasgow1",2.60415310336925e-07
72,-3.24183547044109,"glasgow2",2.55835152108069e-07
72,-3.24183547044109,"glasgow3",2.44665257557893e-07
72,-3.24183547044109,"glasgow4",2.061632928731e-07
73,-3.23165786007298,"lad",9.9999999e-09
73,-3.23165786007298,"supplementallad",9.9999999e-09
73,-3.23165786007298,"vf2",9.9999999e-09
