"Latent_Trait_Order","Latent_Trait","Algorithm","value"
6,-1.58996932161702,"clasp/2.1.3/h8-n1",0.00652405091369333
6,-1.58996932161702,"clasp/2.1.3/h1-n1",0.00166389351081531
6,-1.58996932161702,"clasp/2.1.3/h3-n1",0.0050240905140147
6,-1.58996932161702,"clasp/2.1.3/h11-n1",0.00172530995193286
6,-1.58996932161702,"clasp/2.1.3/h7-n1",0.00166389351081531
6,-1.58996932161702,"clasp/2.1.3/h6-n1",0.00170169028896403
6,-1.58996932161702,"clasp/2.1.3/h2-n1",0.00486594326310155
6,-1.58996932161702,"clasp/2.1.3/h9-n1",0.00166389351081531
6,-1.58996932161702,"clasp/2.1.3/h5-n1",0.00166389351081531
6,-1.58996932161702,"clasp/2.1.3/h4-n1",0.00166389351081531
7,-1.58586216804728,"clasp/2.1.3/h10-n1",0.00337583509720717
7,-1.58586216804728,"clasp/2.1.3/h8-n1",0.00587402564599597
7,-1.58586216804728,"clasp/2.1.3/h1-n1",0.00224671137622305
7,-1.58586216804728,"clasp/2.1.3/h3-n1",0.00257386344624872
7,-1.58586216804728,"clasp/2.1.3/h11-n1",0.00328636029025134
7,-1.58586216804728,"clasp/2.1.3/h7-n1",0.00166389351081531
7,-1.58586216804728,"clasp/2.1.3/h6-n1",0.0107334026711146
7,-1.58586216804728,"clasp/2.1.3/h2-n1",0.00379538329575904
7,-1.58586216804728,"clasp/2.1.3/h9-n1",0.0022441198449762
7,-1.58586216804728,"clasp/2.1.3/h5-n1",0.00282267397551048
7,-1.58586216804728,"clasp/2.1.3/h4-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h10-n1",0.00275343284239626
8,-1.58248265218072,"clasp/2.1.3/h8-n1",0.00435504030589803
8,-1.58248265218072,"clasp/2.1.3/h1-n1",0.00237755021980452
8,-1.58248265218072,"clasp/2.1.3/h3-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h11-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h7-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h6-n1",0.00470112591965776
8,-1.58248265218072,"clasp/2.1.3/h2-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h9-n1",0.00166389351081531
8,-1.58248265218072,"clasp/2.1.3/h5-n1",0.00174057738432993
8,-1.58248265218072,"clasp/2.1.3/h4-n1",0.00189462834970292
9,-1.5713004031381,"clasp/2.1.3/h10-n1",0.00822686400171119
9,-1.5713004031381,"clasp/2.1.3/h8-n1",0.0190206640494233
9,-1.5713004031381,"clasp/2.1.3/h1-n1",0.00166389351081531
9,-1.5713004031381,"clasp/2.1.3/h3-n1",0.016571326302672
9,-1.5713004031381,"clasp/2.1.3/h11-n1",0.0070782929988604
9,-1.5713004031381,"clasp/2.1.3/h7-n1",0.00226328320915453
9,-1.5713004031381,"clasp/2.1.3/h6-n1",0.00440746094989598
9,-1.5713004031381,"clasp/2.1.3/h2-n1",0.01293341490007
9,-1.5713004031381,"clasp/2.1.3/h9-n1",0.00166975013858926
9,-1.5713004031381,"clasp/2.1.3/h5-n1",0.0031269641243406
9,-1.5713004031381,"clasp/2.1.3/h4-n1",0.0046434093769009
10,-1.55060938329059,"clasp/2.1.3/h10-n1",0.00328881375776571
10,-1.55060938329059,"clasp/2.1.3/h8-n1",0.0112056117703746
10,-1.55060938329059,"clasp/2.1.3/h1-n1",0.00235987643686977
10,-1.55060938329059,"clasp/2.1.3/h3-n1",0.00238797416211957
10,-1.55060938329059,"clasp/2.1.3/h11-n1",0.00310604342869922
10,-1.55060938329059,"clasp/2.1.3/h7-n1",0.00166389351081531
10,-1.55060938329059,"clasp/2.1.3/h6-n1",0.0134410047419865
10,-1.55060938329059,"clasp/2.1.3/h2-n1",0.00322689943367915
10,-1.55060938329059,"clasp/2.1.3/h9-n1",0.00584778222858981
10,-1.55060938329059,"clasp/2.1.3/h5-n1",0.00359571247244785
10,-1.55060938329059,"clasp/2.1.3/h4-n1",0.00235926400400131
11,-1.54200130292669,"clasp/2.1.3/h10-n1",0.00166389351081531
11,-1.54200130292669,"clasp/2.1.3/h8-n1",0.00208731227235251
11,-1.54200130292669,"clasp/2.1.3/h1-n1",0.00166389351081531
11,-1.54200130292669,"clasp/2.1.3/h3-n1",0.00246891634323863
11,-1.54200130292669,"clasp/2.1.3/h11-n1",0.00169630680083323
11,-1.54200130292669,"clasp/2.1.3/h7-n1",0.00184400118753676
11,-1.54200130292669,"clasp/2.1.3/h6-n1",0.00166389351081531
11,-1.54200130292669,"clasp/2.1.3/h2-n1",0.00166389351081531
11,-1.54200130292669,"clasp/2.1.3/h9-n1",0.0131831334990014
11,-1.54200130292669,"clasp/2.1.3/h5-n1",0.00317211583298176
11,-1.54200130292669,"clasp/2.1.3/h4-n1",0.00166389351081531
12,-1.53919859602703,"clasp/2.1.3/h10-n1",0.00239351835230197
12,-1.53919859602703,"clasp/2.1.3/h8-n1",0.00323754516375503
12,-1.53919859602703,"clasp/2.1.3/h1-n1",0.00166389351081531
12,-1.53919859602703,"clasp/2.1.3/h3-n1",0.00166389351081531
12,-1.53919859602703,"clasp/2.1.3/h11-n1",0.00235572370187845
12,-1.53919859602703,"clasp/2.1.3/h7-n1",0.00166389351081531
12,-1.53919859602703,"clasp/2.1.3/h6-n1",0.00371359286395995
12,-1.53919859602703,"clasp/2.1.3/h2-n1",0.00291538389775166
12,-1.53919859602703,"clasp/2.1.3/h9-n1",0.00166389351081531
12,-1.53919859602703,"clasp/2.1.3/h5-n1",0.00291311630616852
12,-1.53919859602703,"clasp/2.1.3/h4-n1",0.00166389351081531
13,-1.51046293184908,"clasp/2.1.3/h10-n1",0.00206118844003075
13,-1.51046293184908,"clasp/2.1.3/h8-n1",0.0375654578102343
13,-1.51046293184908,"clasp/2.1.3/h1-n1",0.00300007500187505
13,-1.51046293184908,"clasp/2.1.3/h3-n1",0.0110863393018489
13,-1.51046293184908,"clasp/2.1.3/h11-n1",0.00459067267126652
13,-1.51046293184908,"clasp/2.1.3/h7-n1",0.00196598840066844
13,-1.51046293184908,"clasp/2.1.3/h6-n1",0.00573772843331325
13,-1.51046293184908,"clasp/2.1.3/h2-n1",0.005989135707826
13,-1.51046293184908,"clasp/2.1.3/h9-n1",0.00357504191736648
13,-1.51046293184908,"clasp/2.1.3/h5-n1",0.0065191598106836
13,-1.51046293184908,"clasp/2.1.3/h4-n1",0.00748844906731367
14,-1.46747980460148,"clasp/2.1.3/h10-n1",0.00266953552751357
14,-1.46747980460148,"clasp/2.1.3/h8-n1",0.00236017163168106
14,-1.46747980460148,"clasp/2.1.3/h1-n1",0.00166389351081531
14,-1.46747980460148,"clasp/2.1.3/h3-n1",0.00166389351081531
14,-1.46747980460148,"clasp/2.1.3/h11-n1",0.00225554412746531
14,-1.46747980460148,"clasp/2.1.3/h7-n1",0.00166389351081531
14,-1.46747980460148,"clasp/2.1.3/h6-n1",0.00652762818629851
14,-1.46747980460148,"clasp/2.1.3/h2-n1",0.00262392812536079
14,-1.46747980460148,"clasp/2.1.3/h9-n1",0.00479885595274087
14,-1.46747980460148,"clasp/2.1.3/h5-n1",0.00166389351081531
14,-1.46747980460148,"clasp/2.1.3/h4-n1",0.00166389351081531
15,-1.46550650504683,"clasp/2.1.3/h10-n1",0.00565774063785368
15,-1.46550650504683,"clasp/2.1.3/h8-n1",0.0346074648301639
15,-1.46550650504683,"clasp/2.1.3/h1-n1",0.00223566602726618
15,-1.46550650504683,"clasp/2.1.3/h3-n1",0.011809205748249
15,-1.46550650504683,"clasp/2.1.3/h11-n1",0.00434035313113075
15,-1.46550650504683,"clasp/2.1.3/h7-n1",0.00178600132164098
15,-1.46550650504683,"clasp/2.1.3/h6-n1",0.017439285128824
15,-1.46550650504683,"clasp/2.1.3/h2-n1",0.00534976782007661
15,-1.46550650504683,"clasp/2.1.3/h9-n1",0.00644388024692949
15,-1.46550650504683,"clasp/2.1.3/h5-n1",0.00300040805549555
15,-1.46550650504683,"clasp/2.1.3/h4-n1",0.00775121694105975
16,-1.46077356928998,"clasp/2.1.3/h10-n1",0.0101844817015417
16,-1.46077356928998,"clasp/2.1.3/h8-n1",0.0102407078377257
16,-1.46077356928998,"clasp/2.1.3/h1-n1",0.00316097585646641
16,-1.46077356928998,"clasp/2.1.3/h3-n1",0.00166389351081531
16,-1.46077356928998,"clasp/2.1.3/h11-n1",0.00416723966212021
16,-1.46077356928998,"clasp/2.1.3/h7-n1",0.00232493257695527
16,-1.46077356928998,"clasp/2.1.3/h6-n1",0.0123743998416077
16,-1.46077356928998,"clasp/2.1.3/h2-n1",0.00650656186764352
16,-1.46077356928998,"clasp/2.1.3/h9-n1",0.00417428473631043
16,-1.46077356928998,"clasp/2.1.3/h5-n1",0.0033513299753007
16,-1.46077356928998,"clasp/2.1.3/h4-n1",0.00222954006817934
17,-1.45940694870484,"clasp/2.1.3/h10-n1",0.00166389351081531
17,-1.45940694870484,"clasp/2.1.3/h8-n1",0.00370649043540143
17,-1.45940694870484,"clasp/2.1.3/h1-n1",0.00282585658777817
17,-1.45940694870484,"clasp/2.1.3/h3-n1",0.00166389351081531
17,-1.45940694870484,"clasp/2.1.3/h11-n1",0.00433258668422809
17,-1.45940694870484,"clasp/2.1.3/h7-n1",0.00166389351081531
17,-1.45940694870484,"clasp/2.1.3/h6-n1",0.00195787820822818
17,-1.45940694870484,"clasp/2.1.3/h2-n1",0.00203612907429428
17,-1.45940694870484,"clasp/2.1.3/h9-n1",0.00166389351081531
17,-1.45940694870484,"clasp/2.1.3/h5-n1",0.00166389351081531
17,-1.45940694870484,"clasp/2.1.3/h4-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h10-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h8-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h1-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h3-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h11-n1",0.00176208969741396
18,-1.44552576740339,"clasp/2.1.3/h7-n1",0.00166550358999299
18,-1.44552576740339,"clasp/2.1.3/h6-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h2-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h9-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h5-n1",0.00166389351081531
18,-1.44552576740339,"clasp/2.1.3/h4-n1",0.00166389351081531
19,-1.44451716012827,"clasp/2.1.3/h10-n1",0.0163985503681475
19,-1.44451716012827,"clasp/2.1.3/h8-n1",0.00855183265773855
19,-1.44451716012827,"clasp/2.1.3/h1-n1",0.00166389351081531
19,-1.44451716012827,"clasp/2.1.3/h3-n1",0.0035948335052862
19,-1.44451716012827,"clasp/2.1.3/h11-n1",0.00181432884347422
19,-1.44451716012827,"clasp/2.1.3/h7-n1",0.00573795889326249
19,-1.44451716012827,"clasp/2.1.3/h6-n1",0.00734349183036534
19,-1.44451716012827,"clasp/2.1.3/h2-n1",0.0060668199549842
19,-1.44451716012827,"clasp/2.1.3/h9-n1",0.00368523657376185
19,-1.44451716012827,"clasp/2.1.3/h5-n1",0.0044677961255272
19,-1.44451716012827,"clasp/2.1.3/h4-n1",0.00550021725858171
20,-1.44385604534725,"clasp/2.1.3/h10-n1",0.00943618778013683
20,-1.44385604534725,"clasp/2.1.3/h8-n1",0.0060089653763415
20,-1.44385604534725,"clasp/2.1.3/h1-n1",0.00166389351081531
20,-1.44385604534725,"clasp/2.1.3/h3-n1",0.00166389351081531
20,-1.44385604534725,"clasp/2.1.3/h11-n1",0.00247516787826134
20,-1.44385604534725,"clasp/2.1.3/h7-n1",0.00338022836822856
20,-1.44385604534725,"clasp/2.1.3/h6-n1",0.0065558294435412
20,-1.44385604534725,"clasp/2.1.3/h2-n1",0.00412360931275927
20,-1.44385604534725,"clasp/2.1.3/h9-n1",0.0027325614758018
20,-1.44385604534725,"clasp/2.1.3/h5-n1",0.0184199716700836
20,-1.44385604534725,"clasp/2.1.3/h4-n1",0.00189448836499971
21,-1.43896810207567,"clasp/2.1.3/h10-n1",0.01015389239311
21,-1.43896810207567,"clasp/2.1.3/h8-n1",0.00250328556230052
21,-1.43896810207567,"clasp/2.1.3/h1-n1",0.00166389351081531
21,-1.43896810207567,"clasp/2.1.3/h3-n1",0.00814637404891083
21,-1.43896810207567,"clasp/2.1.3/h11-n1",0.00838054372967718
21,-1.43896810207567,"clasp/2.1.3/h7-n1",0.00562347463250593
21,-1.43896810207567,"clasp/2.1.3/h6-n1",0.0031126757494545
21,-1.43896810207567,"clasp/2.1.3/h2-n1",0.0257202969151076
21,-1.43896810207567,"clasp/2.1.3/h9-n1",0.00432481057329689
21,-1.43896810207567,"clasp/2.1.3/h5-n1",0.00250529870676481
21,-1.43896810207567,"clasp/2.1.3/h4-n1",0.00179474248137506
22,-1.43538424258774,"clasp/2.1.3/h10-n1",0.00166389351081531
22,-1.43538424258774,"clasp/2.1.3/h8-n1",0.00255053892887567
22,-1.43538424258774,"clasp/2.1.3/h1-n1",0.00166389351081531
22,-1.43538424258774,"clasp/2.1.3/h3-n1",0.00185961401851432
22,-1.43538424258774,"clasp/2.1.3/h11-n1",0.00212099873588475
22,-1.43538424258774,"clasp/2.1.3/h7-n1",0.00354011123029486
22,-1.43538424258774,"clasp/2.1.3/h6-n1",0.00166389351081531
22,-1.43538424258774,"clasp/2.1.3/h2-n1",0.00166389351081531
22,-1.43538424258774,"clasp/2.1.3/h9-n1",0.0044428844983317
22,-1.43538424258774,"clasp/2.1.3/h5-n1",0.00393414245529831
22,-1.43538424258774,"clasp/2.1.3/h4-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h10-n1",0.00468355556804504
23,-1.42048116930487,"clasp/2.1.3/h8-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h1-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h3-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h11-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h7-n1",0.00764794958471634
23,-1.42048116930487,"clasp/2.1.3/h6-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h2-n1",0.00336328902760588
23,-1.42048116930487,"clasp/2.1.3/h9-n1",0.00166389351081531
23,-1.42048116930487,"clasp/2.1.3/h5-n1",0.00201134398004747
23,-1.42048116930487,"clasp/2.1.3/h4-n1",0.00323197848795118
24,-1.4204496487046,"clasp/2.1.3/h10-n1",0.0049155991623819
24,-1.4204496487046,"clasp/2.1.3/h8-n1",0.0050961126852437
24,-1.4204496487046,"clasp/2.1.3/h1-n1",0.00766500846983436
24,-1.4204496487046,"clasp/2.1.3/h3-n1",0.00166389351081531
24,-1.4204496487046,"clasp/2.1.3/h11-n1",0.00166389351081531
24,-1.4204496487046,"clasp/2.1.3/h7-n1",0.00567350134461982
24,-1.4204496487046,"clasp/2.1.3/h6-n1",0.00521107457568825
24,-1.4204496487046,"clasp/2.1.3/h2-n1",0.00332397081553624
24,-1.4204496487046,"clasp/2.1.3/h9-n1",0.00432292229547174
24,-1.4204496487046,"clasp/2.1.3/h5-n1",0.00321885994418497
24,-1.4204496487046,"clasp/2.1.3/h4-n1",0.0125318151457011
25,-1.38354255821808,"clasp/2.1.3/h10-n1",0.00979422336705811
25,-1.38354255821808,"clasp/2.1.3/h8-n1",0.0101824180188069
25,-1.38354255821808,"clasp/2.1.3/h1-n1",0.00343391263439476
25,-1.38354255821808,"clasp/2.1.3/h3-n1",0.00178652779390615
25,-1.38354255821808,"clasp/2.1.3/h11-n1",0.00514752815697902
25,-1.38354255821808,"clasp/2.1.3/h7-n1",0.00166389351081531
25,-1.38354255821808,"clasp/2.1.3/h6-n1",0.0193490215199817
25,-1.38354255821808,"clasp/2.1.3/h2-n1",0.00606888180852678
25,-1.38354255821808,"clasp/2.1.3/h9-n1",0.00398840172777563
25,-1.38354255821808,"clasp/2.1.3/h5-n1",0.00559969985608771
25,-1.38354255821808,"clasp/2.1.3/h4-n1",0.00293410872046453
26,-1.38264326650195,"clasp/2.1.3/h10-n1",0.00642706565890277
26,-1.38264326650195,"clasp/2.1.3/h8-n1",0.00694261236618115
26,-1.38264326650195,"clasp/2.1.3/h1-n1",0.00186096021825341
26,-1.38264326650195,"clasp/2.1.3/h3-n1",0.00166389351081531
26,-1.38264326650195,"clasp/2.1.3/h11-n1",0.00471118104597642
26,-1.38264326650195,"clasp/2.1.3/h7-n1",0.00309555354688525
26,-1.38264326650195,"clasp/2.1.3/h6-n1",0.00905485430739419
26,-1.38264326650195,"clasp/2.1.3/h2-n1",0.00603551295824632
26,-1.38264326650195,"clasp/2.1.3/h9-n1",0.00671677379920876
26,-1.38264326650195,"clasp/2.1.3/h5-n1",0.0107803112707076
26,-1.38264326650195,"clasp/2.1.3/h4-n1",0.00388120410476146
27,-1.37091373402836,"clasp/2.1.3/h10-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h8-n1",0.00170617019388918
27,-1.37091373402836,"clasp/2.1.3/h1-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h3-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h11-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h7-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h6-n1",0.00167841275862243
27,-1.37091373402836,"clasp/2.1.3/h2-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h9-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h5-n1",0.00166389351081531
27,-1.37091373402836,"clasp/2.1.3/h4-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h10-n1",0.00364110369135092
28,-1.3684956650282,"clasp/2.1.3/h8-n1",0.00613286232950643
28,-1.3684956650282,"clasp/2.1.3/h1-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h3-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h11-n1",0.00191726245597486
28,-1.3684956650282,"clasp/2.1.3/h7-n1",0.00266284636974154
28,-1.3684956650282,"clasp/2.1.3/h6-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h2-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h9-n1",0.00166389351081531
28,-1.3684956650282,"clasp/2.1.3/h5-n1",0.00528775989339876
28,-1.3684956650282,"clasp/2.1.3/h4-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h10-n1",0.00431263126571415
29,-1.36661697948681,"clasp/2.1.3/h8-n1",0.00969452550144933
29,-1.36661697948681,"clasp/2.1.3/h1-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h3-n1",0.00185808331273958
29,-1.36661697948681,"clasp/2.1.3/h11-n1",0.00173464750228106
29,-1.36661697948681,"clasp/2.1.3/h7-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h6-n1",0.00685715853064807
29,-1.36661697948681,"clasp/2.1.3/h2-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h9-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h5-n1",0.00166389351081531
29,-1.36661697948681,"clasp/2.1.3/h4-n1",0.00166389351081531
30,-1.36134011346035,"clasp/2.1.3/h10-n1",0.00887279954571266
30,-1.36134011346035,"clasp/2.1.3/h8-n1",0.0185030650327227
30,-1.36134011346035,"clasp/2.1.3/h1-n1",0.00411693749253805
30,-1.36134011346035,"clasp/2.1.3/h3-n1",0.00593535214444273
30,-1.36134011346035,"clasp/2.1.3/h11-n1",0.00483393032372831
30,-1.36134011346035,"clasp/2.1.3/h7-n1",0.00176971730535764
30,-1.36134011346035,"clasp/2.1.3/h6-n1",0.0159163943636864
30,-1.36134011346035,"clasp/2.1.3/h2-n1",0.00933671945025396
30,-1.36134011346035,"clasp/2.1.3/h9-n1",0.00666751121808762
30,-1.36134011346035,"clasp/2.1.3/h5-n1",0.0056547972472447
30,-1.36134011346035,"clasp/2.1.3/h4-n1",0.00539272521368674
31,-1.35722658815877,"clasp/2.1.3/h10-n1",0.00389591668971751
31,-1.35722658815877,"clasp/2.1.3/h8-n1",0.00280235285545744
31,-1.35722658815877,"clasp/2.1.3/h1-n1",0.00268679253394091
31,-1.35722658815877,"clasp/2.1.3/h3-n1",0.00417978072870297
31,-1.35722658815877,"clasp/2.1.3/h11-n1",0.00238438703370331
31,-1.35722658815877,"clasp/2.1.3/h7-n1",0.00548465120360671
31,-1.35722658815877,"clasp/2.1.3/h6-n1",0.00421658043759672
31,-1.35722658815877,"clasp/2.1.3/h2-n1",0.00166389351081531
31,-1.35722658815877,"clasp/2.1.3/h9-n1",0.0192572479466959
31,-1.35722658815877,"clasp/2.1.3/h5-n1",0.0230315509216075
31,-1.35722658815877,"clasp/2.1.3/h4-n1",0.00368339048727573
32,-1.35068547472136,"clasp/2.1.3/h10-n1",0.0075202671198881
32,-1.35068547472136,"clasp/2.1.3/h8-n1",0.00166389351081531
32,-1.35068547472136,"clasp/2.1.3/h1-n1",0.00166389351081531
32,-1.35068547472136,"clasp/2.1.3/h3-n1",0.00166389351081531
32,-1.35068547472136,"clasp/2.1.3/h11-n1",0.00166389351081531
32,-1.35068547472136,"clasp/2.1.3/h7-n1",0.00166389351081531
32,-1.35068547472136,"clasp/2.1.3/h6-n1",0.00782099310970507
32,-1.35068547472136,"clasp/2.1.3/h2-n1",0.00407328657200349
32,-1.35068547472136,"clasp/2.1.3/h9-n1",0.00537949658670942
32,-1.35068547472136,"clasp/2.1.3/h5-n1",0.00319151312828925
32,-1.35068547472136,"clasp/2.1.3/h4-n1",0.002688721351674
33,-1.3454466780631,"clasp/2.1.3/h10-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h8-n1",0.00314868400751906
33,-1.3454466780631,"clasp/2.1.3/h1-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h3-n1",0.00199574507150755
33,-1.3454466780631,"clasp/2.1.3/h11-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h7-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h6-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h2-n1",0.00190372120383714
33,-1.3454466780631,"clasp/2.1.3/h9-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h5-n1",0.00166389351081531
33,-1.3454466780631,"clasp/2.1.3/h4-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h10-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h8-n1",0.00368397397640783
34,-1.33789581343405,"clasp/2.1.3/h1-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h3-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h11-n1",0.00175568270599864
34,-1.33789581343405,"clasp/2.1.3/h7-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h6-n1",0.00593387292017754
34,-1.33789581343405,"clasp/2.1.3/h2-n1",0.00438458030797292
34,-1.33789581343405,"clasp/2.1.3/h9-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h5-n1",0.00166389351081531
34,-1.33789581343405,"clasp/2.1.3/h4-n1",0.00166389351081531
35,-1.33451343634662,"clasp/2.1.3/h10-n1",0.0042490811362043
35,-1.33451343634662,"clasp/2.1.3/h8-n1",0.00428948903606602
35,-1.33451343634662,"clasp/2.1.3/h1-n1",0.00166389351081531
